age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32,technician,married,tertiary,no,43,no,no,cellular,22,aug,154,5,-1,0,unknown,no
45,technician,married,tertiary,no,12766,no,no,cellular,22,aug,129,3,-1,0,unknown,no
42,technician,divorced,secondary,no,2861,no,no,cellular,22,aug,30,5,-1,0,unknown,no
37,technician,married,secondary,no,1725,no,no,cellular,22,aug,75,7,-1,0,unknown,no
43,management,married,secondary,no,445,no,no,cellular,22,aug,108,18,-1,0,unknown,no
59,admin.,married,secondary,no,6264,no,no,cellular,22,aug,353,16,-1,0,unknown,no
32,management,married,tertiary,no,26,no,no,cellular,22,aug,222,6,-1,0,unknown,no
55,blue-collar,married,secondary,no,176,no,yes,cellular,22,aug,140,11,-1,0,unknown,no
47,blue-collar,married,primary,no,0,no,no,cellular,22,aug,98,3,-1,0,unknown,no
53,housemaid,married,unknown,no,0,no,no,cellular,22,aug,207,1,-1,0,unknown,no
40,self-employed,married,secondary,no,2,no,no,cellular,22,aug,197,5,-1,0,unknown,no
30,management,divorced,tertiary,no,0,no,no,cellular,22,aug,209,2,-1,0,unknown,no
59,blue-collar,married,primary,no,63,no,no,cellular,22,aug,176,6,-1,0,unknown,no
34,management,single,tertiary,no,0,no,no,cellular,22,aug,174,1,-1,0,unknown,no
31,technician,single,secondary,no,4028,no,yes,cellular,25,aug,139,5,-1,0,unknown,no
52,management,married,tertiary,no,967,no,no,cellular,25,aug,472,10,-1,0,unknown,no
55,blue-collar,married,secondary,no,467,no,no,cellular,25,aug,129,5,-1,0,unknown,no
48,management,single,tertiary,no,830,no,no,cellular,25,aug,961,4,-1,0,unknown,yes
32,technician,married,secondary,no,79,yes,no,cellular,25,aug,417,4,-1,0,unknown,no
46,blue-collar,married,secondary,no,519,yes,no,cellular,25,aug,217,6,-1,0,unknown,no
42,management,single,tertiary,no,0,no,no,cellular,25,aug,129,4,-1,0,unknown,no
52,management,single,tertiary,no,597,no,no,cellular,25,aug,84,4,-1,0,unknown,no
33,management,single,tertiary,no,-2,no,yes,cellular,25,aug,147,6,-1,0,unknown,no
51,housemaid,married,secondary,no,603,no,no,cellular,25,aug,122,3,-1,0,unknown,no
56,management,single,tertiary,no,3694,no,no,cellular,25,aug,57,4,-1,0,unknown,no
30,management,single,tertiary,no,171,no,no,cellular,25,aug,301,4,-1,0,unknown,no
45,self-employed,married,secondary,no,-124,no,no,cellular,25,aug,343,4,-1,0,unknown,no
35,technician,single,tertiary,no,2650,no,no,cellular,25,aug,133,8,-1,0,unknown,no
49,housemaid,married,secondary,no,905,no,no,cellular,25,aug,102,4,-1,0,unknown,no
37,unemployed,divorced,tertiary,no,1085,no,no,cellular,25,aug,146,4,-1,0,unknown,no
30,management,married,tertiary,no,42,no,no,cellular,25,aug,115,6,-1,0,unknown,no
44,management,married,tertiary,no,-68,no,yes,cellular,25,aug,121,4,-1,0,unknown,no
35,technician,divorced,secondary,no,0,no,no,cellular,25,aug,124,4,-1,0,unknown,no
45,admin.,married,secondary,no,356,no,no,cellular,25,aug,42,6,-1,0,unknown,no
30,management,married,tertiary,no,144,yes,no,cellular,25,aug,23,17,-1,0,unknown,no
52,unknown,married,secondary,no,142,no,no,cellular,25,aug,112,6,-1,0,unknown,no
55,management,married,tertiary,no,740,no,no,cellular,25,aug,57,3,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,25,aug,11,16,-1,0,unknown,no
44,technician,divorced,secondary,no,242,no,no,cellular,25,aug,69,4,-1,0,unknown,no
41,technician,married,secondary,no,1190,no,no,cellular,25,aug,69,4,-1,0,unknown,no
30,management,single,tertiary,no,73,no,no,cellular,25,aug,114,6,-1,0,unknown,no
33,technician,single,tertiary,no,6,no,no,cellular,25,aug,30,4,-1,0,unknown,no
35,management,single,tertiary,no,0,no,no,cellular,25,aug,81,6,-1,0,unknown,no
55,management,single,tertiary,no,1498,no,no,cellular,25,aug,340,5,-1,0,unknown,no
52,technician,married,secondary,no,306,no,no,cellular,25,aug,265,4,-1,0,unknown,no
42,technician,married,secondary,no,827,no,no,cellular,25,aug,153,3,-1,0,unknown,no
32,management,single,tertiary,no,1882,no,no,cellular,25,aug,497,5,-1,0,unknown,yes
36,management,single,tertiary,no,1841,yes,no,cellular,25,aug,141,4,-1,0,unknown,no
40,technician,single,secondary,no,103,no,no,cellular,25,aug,106,7,-1,0,unknown,no
31,technician,married,secondary,no,518,yes,no,cellular,25,aug,348,2,-1,0,unknown,no
45,blue-collar,married,primary,no,179,no,no,cellular,25,aug,122,3,-1,0,unknown,no
56,services,married,secondary,no,17,no,yes,cellular,25,aug,342,5,-1,0,unknown,no
57,technician,married,secondary,no,109,no,no,cellular,25,aug,124,4,-1,0,unknown,no
41,technician,married,tertiary,no,63,no,no,cellular,25,aug,36,3,-1,0,unknown,no
45,services,married,secondary,no,222,no,no,cellular,25,aug,119,11,-1,0,unknown,no
46,blue-collar,married,primary,no,185,no,no,cellular,25,aug,226,10,-1,0,unknown,no
31,management,married,tertiary,no,166,no,no,cellular,25,aug,392,6,-1,0,unknown,no
49,technician,married,secondary,no,5244,no,no,cellular,25,aug,60,4,-1,0,unknown,no
51,self-employed,married,primary,no,1242,no,no,cellular,25,aug,75,11,-1,0,unknown,no
34,management,married,tertiary,no,224,no,no,cellular,25,aug,108,5,-1,0,unknown,no
48,admin.,married,secondary,no,44,no,yes,cellular,25,aug,98,3,-1,0,unknown,no
50,management,married,tertiary,no,161,no,no,cellular,26,aug,19,17,-1,0,unknown,no
30,technician,single,secondary,no,1499,no,no,cellular,26,aug,66,21,-1,0,unknown,no
34,student,single,tertiary,no,1322,no,no,cellular,26,aug,170,3,-1,0,unknown,no
37,self-employed,married,secondary,no,111,no,no,cellular,26,aug,179,8,-1,0,unknown,no
41,management,married,tertiary,no,2251,no,no,cellular,26,aug,338,9,-1,0,unknown,no
32,technician,divorced,secondary,no,409,no,yes,cellular,26,aug,74,4,-1,0,unknown,no
48,management,married,tertiary,no,0,no,no,cellular,26,aug,60,5,-1,0,unknown,no
33,technician,married,tertiary,no,-370,yes,no,cellular,26,aug,108,7,-1,0,unknown,no
34,management,single,tertiary,no,436,no,no,cellular,26,aug,312,2,-1,0,unknown,no
39,housemaid,married,unknown,no,0,no,no,cellular,26,aug,92,2,-1,0,unknown,no
57,technician,married,tertiary,no,31,no,yes,cellular,26,aug,395,2,-1,0,unknown,no
44,management,married,tertiary,yes,-11,no,no,cellular,26,aug,317,5,-1,0,unknown,no
52,blue-collar,married,secondary,no,60,no,yes,cellular,26,aug,196,2,-1,0,unknown,no
45,technician,divorced,secondary,no,0,no,no,cellular,26,aug,64,2,-1,0,unknown,no
45,management,married,tertiary,yes,-190,no,yes,cellular,26,aug,92,4,-1,0,unknown,no
60,retired,married,unknown,no,1396,no,yes,cellular,26,aug,104,2,-1,0,unknown,no
48,technician,married,secondary,no,2688,no,yes,cellular,26,aug,610,2,-1,0,unknown,no
54,technician,married,secondary,no,965,no,no,cellular,26,aug,345,4,-1,0,unknown,no
47,blue-collar,married,primary,no,0,no,no,cellular,26,aug,292,2,-1,0,unknown,no
45,management,divorced,tertiary,no,0,no,no,cellular,26,aug,392,2,-1,0,unknown,no
31,management,single,tertiary,no,29,no,no,cellular,26,aug,179,2,-1,0,unknown,no
45,blue-collar,married,primary,no,512,no,no,cellular,26,aug,123,2,-1,0,unknown,no
31,technician,single,tertiary,no,17,no,no,cellular,26,aug,239,2,-1,0,unknown,no
55,retired,married,secondary,no,273,no,no,cellular,26,aug,417,2,-1,0,unknown,no
41,management,married,tertiary,no,725,no,no,cellular,26,aug,460,10,-1,0,unknown,no
42,management,married,tertiary,no,154,no,no,cellular,26,aug,183,10,-1,0,unknown,no
49,services,married,secondary,no,0,no,no,cellular,26,aug,189,4,-1,0,unknown,no
52,services,married,secondary,no,431,no,no,cellular,26,aug,73,17,-1,0,unknown,no
32,management,single,tertiary,no,5167,no,no,cellular,26,aug,10,18,-1,0,unknown,no
36,management,married,tertiary,no,0,no,no,cellular,26,aug,97,3,-1,0,unknown,no
31,admin.,married,secondary,yes,-51,no,yes,cellular,26,aug,173,2,-1,0,unknown,no
59,technician,divorced,secondary,no,2,no,no,cellular,26,aug,164,2,-1,0,unknown,no
33,technician,single,tertiary,no,3773,no,no,cellular,26,aug,124,4,-1,0,unknown,no
32,management,married,tertiary,no,-55,yes,no,cellular,26,aug,107,4,-1,0,unknown,no
35,management,married,tertiary,no,38,no,no,cellular,26,aug,194,8,-1,0,unknown,no
35,management,married,tertiary,no,841,no,no,cellular,26,aug,301,6,-1,0,unknown,no
47,services,married,secondary,no,284,no,no,cellular,26,aug,266,5,-1,0,unknown,no
45,admin.,married,secondary,no,434,no,no,cellular,26,aug,76,4,-1,0,unknown,no
33,technician,single,tertiary,no,469,no,no,cellular,26,aug,158,9,-1,0,unknown,no
34,technician,single,secondary,no,1974,no,no,cellular,26,aug,603,3,-1,0,unknown,no
40,management,single,tertiary,no,0,no,no,cellular,26,aug,58,7,-1,0,unknown,no
45,management,married,tertiary,no,10,no,no,cellular,26,aug,133,7,-1,0,unknown,no
50,blue-collar,married,secondary,yes,0,yes,no,cellular,26,aug,240,5,-1,0,unknown,no
32,management,divorced,tertiary,no,387,no,no,cellular,26,aug,99,4,-1,0,unknown,no
52,blue-collar,married,primary,no,359,no,no,telephone,26,aug,361,14,-1,0,unknown,no
30,management,married,tertiary,no,20,no,no,cellular,26,aug,272,10,-1,0,unknown,no
34,management,single,tertiary,no,1612,no,no,cellular,27,aug,108,22,-1,0,unknown,no
50,housemaid,married,primary,no,0,no,no,cellular,27,aug,52,3,-1,0,unknown,no
39,technician,married,secondary,no,462,no,no,cellular,27,aug,157,4,-1,0,unknown,no
45,technician,married,secondary,no,3460,no,no,cellular,27,aug,116,4,-1,0,unknown,no
31,technician,divorced,tertiary,no,0,no,no,cellular,27,aug,581,6,-1,0,unknown,yes
35,technician,married,secondary,no,0,no,no,cellular,27,aug,18,14,-1,0,unknown,no
45,technician,divorced,tertiary,no,917,no,no,cellular,27,aug,144,8,-1,0,unknown,no
52,management,married,tertiary,no,1158,no,no,cellular,27,aug,57,4,-1,0,unknown,no
49,blue-collar,married,secondary,no,2673,no,no,cellular,27,aug,219,4,-1,0,unknown,no
59,retired,married,primary,no,-47,yes,no,cellular,27,aug,84,4,-1,0,unknown,no
32,management,single,tertiary,no,1836,no,no,cellular,27,aug,96,9,-1,0,unknown,no
49,blue-collar,married,secondary,no,-417,no,no,cellular,27,aug,13,20,-1,0,unknown,no
35,technician,divorced,secondary,no,1085,no,no,cellular,27,aug,130,10,-1,0,unknown,no
41,management,married,tertiary,no,6563,no,no,cellular,27,aug,136,8,-1,0,unknown,no
51,technician,married,tertiary,no,1121,no,no,cellular,27,aug,68,4,-1,0,unknown,no
52,management,divorced,tertiary,no,0,no,no,cellular,27,aug,153,4,-1,0,unknown,no
55,services,married,unknown,no,2944,no,no,cellular,27,aug,672,6,-1,0,unknown,yes
46,blue-collar,married,secondary,no,836,no,no,cellular,27,aug,199,4,-1,0,unknown,no
47,admin.,married,secondary,no,1647,no,no,cellular,27,aug,39,13,-1,0,unknown,no
35,technician,single,secondary,no,344,no,no,cellular,27,aug,519,16,-1,0,unknown,yes
42,management,single,tertiary,no,1,no,no,cellular,27,aug,223,13,-1,0,unknown,no
42,technician,divorced,secondary,no,324,yes,no,cellular,27,aug,203,2,-1,0,unknown,no
58,management,married,tertiary,no,2076,no,no,cellular,27,aug,49,4,-1,0,unknown,no
48,admin.,married,secondary,no,35,no,no,cellular,27,aug,80,4,-1,0,unknown,no
44,admin.,married,tertiary,no,6485,no,no,cellular,27,aug,85,19,-1,0,unknown,no
58,retired,married,primary,no,-102,yes,yes,cellular,27,aug,80,10,-1,0,unknown,no
32,technician,single,secondary,no,1107,no,no,cellular,27,aug,113,8,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,cellular,27,aug,121,2,-1,0,unknown,no
33,technician,married,tertiary,no,1020,no,no,cellular,27,aug,82,4,-1,0,unknown,no
48,technician,divorced,tertiary,no,2328,no,no,cellular,27,aug,129,7,-1,0,unknown,no
47,services,married,primary,no,6,no,no,cellular,27,aug,63,4,-1,0,unknown,no
34,management,single,tertiary,no,127,no,no,cellular,27,aug,63,6,-1,0,unknown,no
43,housemaid,married,tertiary,no,0,no,no,cellular,27,aug,103,6,-1,0,unknown,no
43,technician,divorced,secondary,no,-414,no,no,cellular,27,aug,590,4,-1,0,unknown,no
45,blue-collar,married,primary,no,692,yes,yes,cellular,27,aug,102,4,-1,0,unknown,no
31,management,married,tertiary,no,607,no,no,cellular,27,aug,200,5,-1,0,unknown,no
52,technician,married,secondary,no,470,no,no,cellular,27,aug,60,8,-1,0,unknown,no
44,technician,single,secondary,no,-34,no,yes,cellular,27,aug,14,13,-1,0,unknown,no
36,management,married,tertiary,no,0,no,no,telephone,27,aug,645,9,-1,0,unknown,yes
60,services,married,primary,no,0,no,no,cellular,27,aug,114,9,-1,0,unknown,no
38,student,married,secondary,no,134,no,no,cellular,27,aug,91,8,-1,0,unknown,no
32,admin.,married,tertiary,no,157,no,no,cellular,27,aug,300,4,-1,0,unknown,no
51,blue-collar,married,primary,yes,-17,no,no,cellular,27,aug,134,6,-1,0,unknown,no
46,self-employed,married,primary,no,49,no,no,cellular,27,aug,197,6,-1,0,unknown,no
30,management,single,tertiary,no,890,no,no,cellular,27,aug,16,18,-1,0,unknown,no
47,technician,divorced,secondary,no,598,no,no,cellular,27,aug,120,8,-1,0,unknown,no
34,management,divorced,tertiary,no,0,yes,no,cellular,27,aug,36,7,-1,0,unknown,no
41,management,married,tertiary,yes,852,yes,yes,cellular,27,aug,157,10,-1,0,unknown,no
32,technician,single,secondary,no,1165,no,no,cellular,27,aug,19,23,-1,0,unknown,no
42,self-employed,married,tertiary,no,6383,no,no,cellular,27,aug,111,5,-1,0,unknown,no
36,technician,divorced,secondary,no,54,yes,no,cellular,27,aug,1642,3,-1,0,unknown,yes
50,blue-collar,married,primary,no,334,no,no,cellular,27,aug,79,3,-1,0,unknown,no
30,management,single,tertiary,no,-218,yes,no,cellular,27,aug,13,15,-1,0,unknown,no
54,self-employed,married,unknown,no,204,no,no,cellular,27,aug,231,5,-1,0,unknown,no
38,housemaid,married,primary,no,3918,no,no,cellular,27,aug,101,3,-1,0,unknown,no
58,retired,married,secondary,no,235,no,no,cellular,27,aug,88,4,-1,0,unknown,no
53,technician,divorced,secondary,no,28,no,no,cellular,27,aug,293,9,-1,0,unknown,no
48,technician,divorced,secondary,yes,20,no,no,cellular,27,aug,145,3,-1,0,unknown,no
46,admin.,married,secondary,no,68,yes,no,cellular,27,aug,267,3,-1,0,unknown,no
33,technician,married,secondary,no,1940,no,no,cellular,27,aug,46,10,-1,0,unknown,no
50,technician,divorced,secondary,no,376,no,no,cellular,27,aug,142,3,-1,0,unknown,no
47,management,married,tertiary,no,-315,yes,yes,cellular,27,aug,112,9,-1,0,unknown,no
39,management,married,secondary,no,0,yes,no,cellular,27,aug,63,3,-1,0,unknown,no
38,unemployed,single,secondary,no,0,no,no,cellular,27,aug,44,3,-1,0,unknown,no
45,blue-collar,married,secondary,no,534,no,no,cellular,27,aug,104,6,-1,0,unknown,no
38,technician,married,secondary,no,0,no,no,cellular,28,aug,82,4,-1,0,unknown,no
58,management,single,tertiary,no,21,no,no,telephone,28,aug,315,19,-1,0,unknown,no
47,technician,married,secondary,no,65,no,no,cellular,28,aug,118,8,-1,0,unknown,no
43,technician,divorced,secondary,no,-278,no,no,cellular,28,aug,103,8,-1,0,unknown,no
30,management,married,tertiary,no,549,no,no,cellular,28,aug,59,8,-1,0,unknown,no
38,technician,married,secondary,no,-104,no,no,cellular,28,aug,13,17,-1,0,unknown,no
34,management,married,tertiary,no,630,no,no,cellular,28,aug,54,8,-1,0,unknown,no
34,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,730,11,-1,0,unknown,yes
43,management,single,secondary,no,465,no,no,cellular,28,aug,78,12,-1,0,unknown,no
43,management,married,tertiary,no,228,no,no,cellular,28,aug,47,18,-1,0,unknown,no
45,management,married,secondary,no,2873,yes,no,cellular,28,aug,30,16,-1,0,unknown,no
40,technician,single,secondary,no,872,yes,no,cellular,28,aug,71,4,-1,0,unknown,no
33,technician,married,secondary,no,264,no,no,cellular,28,aug,180,4,-1,0,unknown,no
57,blue-collar,married,unknown,no,3196,no,no,cellular,28,aug,161,4,-1,0,unknown,no
30,technician,single,tertiary,no,0,no,no,cellular,28,aug,262,6,-1,0,unknown,no
40,technician,married,secondary,no,170,no,no,cellular,28,aug,12,24,-1,0,unknown,no
31,management,married,tertiary,no,3,no,no,cellular,28,aug,12,17,-1,0,unknown,no
52,management,married,tertiary,no,-542,no,no,cellular,28,aug,80,2,-1,0,unknown,no
59,management,divorced,tertiary,no,866,no,no,cellular,28,aug,46,3,-1,0,unknown,no
42,management,married,secondary,no,-105,yes,no,cellular,28,aug,60,2,-1,0,unknown,no
43,management,single,tertiary,no,0,no,no,cellular,28,aug,331,2,-1,0,unknown,no
43,management,married,tertiary,no,2696,yes,no,cellular,28,aug,86,10,-1,0,unknown,no
47,technician,divorced,secondary,no,-105,no,no,telephone,28,aug,192,2,-1,0,unknown,no
57,retired,married,primary,no,75,no,no,cellular,28,aug,118,2,-1,0,unknown,no
36,management,married,tertiary,no,659,no,no,cellular,28,aug,90,13,-1,0,unknown,no
46,technician,married,secondary,no,0,no,no,cellular,28,aug,63,2,-1,0,unknown,no
50,blue-collar,married,secondary,no,326,no,no,cellular,28,aug,157,9,-1,0,unknown,no
34,technician,married,secondary,no,1,no,no,cellular,28,aug,535,2,-1,0,unknown,yes
37,management,married,tertiary,no,6743,no,no,cellular,28,aug,13,13,-1,0,unknown,no
41,technician,married,secondary,no,1946,no,no,cellular,28,aug,327,9,-1,0,unknown,no
46,management,married,tertiary,no,1906,no,no,cellular,28,aug,44,6,-1,0,unknown,no
37,management,married,secondary,no,859,no,no,cellular,28,aug,246,15,-1,0,unknown,no
42,technician,married,secondary,no,1013,no,yes,cellular,28,aug,117,8,-1,0,unknown,no
52,technician,married,tertiary,no,0,no,no,cellular,28,aug,84,15,-1,0,unknown,no
42,technician,married,secondary,no,3,no,no,cellular,28,aug,11,26,-1,0,unknown,no
31,self-employed,married,tertiary,no,81,no,no,cellular,28,aug,532,2,-1,0,unknown,no
43,management,divorced,tertiary,no,3327,no,no,telephone,28,aug,146,19,-1,0,unknown,no
31,management,single,tertiary,no,35,no,no,cellular,28,aug,27,16,-1,0,unknown,no
56,retired,married,secondary,no,1333,no,no,cellular,28,aug,17,14,-1,0,unknown,no
33,technician,single,secondary,no,111,no,no,cellular,28,aug,7,23,-1,0,unknown,no
32,admin.,single,tertiary,no,211,no,no,cellular,28,aug,56,7,-1,0,unknown,no
53,management,married,tertiary,no,37,no,no,cellular,28,aug,51,9,-1,0,unknown,no
45,blue-collar,married,secondary,no,-183,yes,yes,cellular,28,aug,8,13,-1,0,unknown,no
54,management,married,tertiary,no,1258,no,no,cellular,28,aug,153,14,-1,0,unknown,no
33,management,single,tertiary,no,1530,no,no,cellular,28,aug,88,25,-1,0,unknown,no
33,technician,single,tertiary,no,436,no,no,cellular,28,aug,258,8,-1,0,unknown,no
39,technician,married,tertiary,no,0,no,no,cellular,28,aug,13,17,-1,0,unknown,no
48,blue-collar,married,primary,no,323,no,no,cellular,28,aug,158,10,-1,0,unknown,no
55,admin.,married,secondary,no,-2,no,no,cellular,28,aug,76,1,-1,0,unknown,no
45,self-employed,married,secondary,no,396,no,no,cellular,28,aug,238,1,-1,0,unknown,no
41,technician,married,secondary,no,1788,no,no,cellular,28,aug,222,1,-1,0,unknown,no
34,technician,married,secondary,no,33,no,no,cellular,28,aug,259,1,-1,0,unknown,no
45,technician,married,secondary,no,77,no,no,cellular,28,aug,90,1,-1,0,unknown,no
41,technician,divorced,secondary,no,475,yes,no,cellular,28,aug,49,7,-1,0,unknown,no
52,blue-collar,married,secondary,no,305,no,no,cellular,28,aug,26,26,-1,0,unknown,no
43,housemaid,married,primary,no,685,no,no,cellular,28,aug,77,7,-1,0,unknown,no
40,technician,married,secondary,yes,0,no,no,cellular,28,aug,147,2,-1,0,unknown,no
50,blue-collar,married,primary,no,565,yes,yes,cellular,28,aug,36,3,-1,0,unknown,no
60,retired,married,secondary,no,4,no,no,cellular,28,aug,602,3,-1,0,unknown,no
31,technician,single,secondary,no,182,no,no,cellular,28,aug,52,5,-1,0,unknown,no
31,technician,single,tertiary,no,162,no,no,cellular,28,aug,13,9,-1,0,unknown,no
48,management,single,tertiary,no,81,no,no,cellular,28,aug,23,9,-1,0,unknown,no
49,management,single,tertiary,no,588,no,no,cellular,28,aug,70,9,-1,0,unknown,no
32,technician,single,secondary,no,35,no,no,cellular,28,aug,199,6,-1,0,unknown,no
60,retired,married,tertiary,no,872,no,no,telephone,28,aug,37,5,-1,0,unknown,no
45,blue-collar,married,primary,no,1291,yes,no,cellular,28,aug,189,17,-1,0,unknown,no
32,technician,married,secondary,no,1011,no,no,cellular,28,aug,56,10,-1,0,unknown,no
35,technician,married,secondary,no,433,no,no,cellular,28,aug,14,16,-1,0,unknown,no
60,management,married,tertiary,no,3029,no,no,cellular,28,aug,26,9,-1,0,unknown,no
56,blue-collar,married,primary,no,313,no,no,cellular,28,aug,24,16,-1,0,unknown,no
31,management,single,tertiary,no,58,no,no,cellular,29,aug,207,2,-1,0,unknown,no
35,technician,single,secondary,no,634,yes,no,cellular,29,aug,122,2,-1,0,unknown,no
47,blue-collar,married,primary,no,961,no,no,cellular,29,aug,45,11,-1,0,unknown,no
37,management,married,tertiary,no,4293,yes,no,cellular,29,aug,150,2,-1,0,unknown,no
42,technician,married,secondary,no,0,no,no,cellular,29,aug,82,12,-1,0,unknown,no
35,technician,married,tertiary,no,358,no,no,cellular,29,aug,92,9,-1,0,unknown,no
41,technician,single,tertiary,no,1026,no,no,cellular,29,aug,59,6,-1,0,unknown,no
34,management,single,tertiary,no,-281,no,no,cellular,29,aug,56,6,-1,0,unknown,no
33,technician,married,secondary,no,58,yes,no,telephone,29,aug,57,2,-1,0,unknown,no
32,management,married,tertiary,no,134,no,yes,cellular,29,aug,162,2,-1,0,unknown,no
34,management,married,tertiary,no,0,no,no,cellular,29,aug,120,2,-1,0,unknown,no
30,technician,married,secondary,no,32,no,no,cellular,29,aug,73,2,-1,0,unknown,no
40,management,married,tertiary,no,194,no,yes,cellular,29,aug,189,2,-1,0,unknown,no
53,admin.,married,secondary,no,578,no,no,cellular,29,aug,59,2,-1,0,unknown,no
36,technician,single,secondary,no,0,no,no,cellular,29,aug,21,2,-1,0,unknown,no
32,technician,single,secondary,yes,-1,no,no,cellular,29,aug,185,2,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,cellular,29,aug,63,2,-1,0,unknown,no
35,management,single,tertiary,no,0,no,no,cellular,29,aug,131,2,-1,0,unknown,no
46,management,single,tertiary,no,134,no,no,cellular,29,aug,40,2,-1,0,unknown,no
59,retired,married,secondary,no,374,no,no,cellular,29,aug,272,2,-1,0,unknown,no
39,housemaid,divorced,primary,no,239,no,no,cellular,29,aug,204,2,-1,0,unknown,no
42,technician,divorced,secondary,no,112,no,no,cellular,29,aug,69,4,-1,0,unknown,no
33,technician,married,secondary,no,8,no,no,cellular,29,aug,462,2,-1,0,unknown,no
49,management,single,secondary,no,0,no,no,cellular,29,aug,121,2,-1,0,unknown,no
56,management,married,tertiary,no,67,no,yes,cellular,29,aug,88,2,-1,0,unknown,no
58,services,married,secondary,no,74,no,no,cellular,29,aug,105,2,-1,0,unknown,no
31,technician,single,secondary,no,0,no,no,cellular,29,aug,213,4,-1,0,unknown,no
34,technician,single,secondary,no,943,no,no,cellular,29,aug,96,4,-1,0,unknown,no
50,management,divorced,tertiary,no,0,no,no,cellular,29,aug,128,2,-1,0,unknown,no
34,technician,married,secondary,yes,91,no,no,cellular,29,aug,67,4,-1,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,29,aug,141,2,-1,0,unknown,no
47,entrepreneur,married,secondary,no,8480,no,no,cellular,29,aug,137,9,-1,0,unknown,no
47,services,married,secondary,no,518,no,no,cellular,29,aug,96,2,-1,0,unknown,no
59,technician,divorced,secondary,no,2595,yes,no,cellular,29,aug,398,2,-1,0,unknown,no
48,management,married,tertiary,no,494,no,no,cellular,29,aug,81,8,-1,0,unknown,no
31,technician,divorced,secondary,no,0,no,no,cellular,29,aug,256,2,-1,0,unknown,no
33,housemaid,married,secondary,no,230,no,yes,cellular,29,aug,264,2,-1,0,unknown,no
40,technician,married,secondary,no,56,no,no,cellular,29,aug,77,2,-1,0,unknown,no
45,blue-collar,married,primary,no,121,no,no,cellular,29,aug,93,11,-1,0,unknown,no
39,technician,divorced,secondary,no,8,no,no,cellular,29,aug,1028,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,842,no,no,cellular,29,aug,111,4,-1,0,unknown,no
31,technician,married,secondary,no,4800,yes,no,cellular,29,aug,165,4,-1,0,unknown,no
34,entrepreneur,married,unknown,no,-506,no,no,cellular,29,aug,19,16,-1,0,unknown,no
32,management,single,tertiary,no,258,yes,no,cellular,29,aug,131,4,-1,0,unknown,no
33,housemaid,single,tertiary,no,1255,no,no,cellular,29,aug,511,4,-1,0,unknown,no
41,management,married,secondary,no,148,no,no,cellular,29,aug,82,9,-1,0,unknown,no
49,blue-collar,married,secondary,no,0,no,no,cellular,29,aug,66,17,-1,0,unknown,no
36,technician,single,tertiary,no,268,no,no,cellular,29,aug,54,12,-1,0,unknown,no
41,technician,married,secondary,no,593,no,no,cellular,29,aug,95,6,-1,0,unknown,no
40,management,single,tertiary,no,185,no,no,cellular,29,aug,173,4,-1,0,unknown,no
30,technician,married,tertiary,no,1,no,no,cellular,29,aug,69,21,-1,0,unknown,no
31,management,married,tertiary,no,8312,no,no,cellular,29,aug,43,13,-1,0,unknown,no
59,housemaid,married,primary,no,418,no,no,cellular,29,aug,300,4,-1,0,unknown,no
52,technician,married,secondary,no,0,no,no,cellular,29,aug,67,2,-1,0,unknown,no
40,technician,divorced,secondary,no,841,no,yes,telephone,29,aug,36,2,-1,0,unknown,no
34,technician,divorced,secondary,no,347,no,no,cellular,29,aug,15,14,-1,0,unknown,no
30,technician,single,secondary,no,124,no,no,cellular,29,aug,60,4,-1,0,unknown,no
52,technician,married,secondary,no,64,no,no,telephone,29,aug,20,2,-1,0,unknown,no
47,admin.,married,tertiary,no,1077,no,no,telephone,29,aug,43,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,4695,no,no,cellular,29,aug,8,10,-1,0,unknown,no
52,technician,married,secondary,no,5303,yes,no,unknown,19,oct,133,1,-1,0,unknown,yes
52,management,married,tertiary,no,6,no,no,telephone,19,oct,57,1,-1,0,unknown,no
43,management,married,tertiary,no,1258,no,no,unknown,20,oct,312,1,-1,0,unknown,yes
44,technician,single,secondary,no,1679,no,no,telephone,20,oct,718,1,-1,0,unknown,yes
33,services,married,secondary,no,3444,yes,no,telephone,21,oct,144,1,91,4,failure,yes
42,admin.,single,secondary,no,164,yes,yes,unknown,22,oct,80,1,-1,0,unknown,no
40,management,married,tertiary,no,3352,yes,no,telephone,23,oct,138,1,-1,0,unknown,yes
36,management,married,tertiary,no,0,yes,no,telephone,23,oct,140,1,143,3,failure,yes
51,entrepreneur,married,tertiary,no,5254,yes,no,unknown,23,oct,134,1,-1,0,unknown,yes
49,admin.,married,secondary,no,10250,yes,no,telephone,24,oct,97,1,-1,0,unknown,yes
58,admin.,divorced,secondary,no,1947,no,no,telephone,26,oct,228,1,-1,0,unknown,yes
36,technician,single,secondary,no,3254,yes,no,unknown,27,oct,207,1,-1,0,unknown,yes
